userID	avgRating
2	3.9482758620689653
100	3.945945945945946
256	3.9454022988505746
399	3.9444444444444446
453	3.942122186495177
92	3.9375
196	3.9375
466	3.9292035398230087
558	3.9285714285714284
86	3.9285714285714284
305	3.9246676514032495
594	3.9245689655172415
129	3.9214285714285713
31	3.92
240	3.9140625
98	3.9130434782608696
377	3.9122137404580153
107	3.911764705882353
190	3.909090909090909
375	3.909090909090909
215	3.9081632653061225
103	3.907161803713528
303	3.9056603773584904
211	3.904494382022472
345	3.903225806451613
58	3.9017857142857144
280	3.9005102040816326
440	3.893939393939394
412	3.892156862745098
513	3.890625
96	3.8846153846153846
355	3.8846153846153846
488	3.8828828828828827
520	3.881720430107527
45	3.8759398496240602
278	3.875
471	3.875
447	3.871794871794872
205	3.8703703703703702
304	3.8703703703703702
485	3.869565217391304
99	3.8679245283018866
492	3.8677685950413223
125	3.859722222222222
367	3.8594594594594596
261	3.858490566037736
445	3.857142857142857
197	3.857142857142857
402	3.8541666666666665
231	3.8541666666666665
557	3.8518518518518516
203	3.8444444444444446
393	3.841463414634146
409	3.8412698412698414
309	3.8398058252427183
390	3.8395061728395063
161	3.8333333333333335
499	3.8333333333333335
522	3.83
213	3.8273809523809526
172	3.826923076923077
183	3.824561403508772
420	3.8226950354609928
504	3.82183908045977
202	3.8188585607940446
118	3.8181818181818183
142	3.8157894736842106
484	3.8145454545454545
456	3.813953488372093
200	3.809880239520958
598	3.8095238095238093
444	3.8095238095238093
534	3.8048076923076923
56	3.8043478260869565
437	3.80327868852459
419	3.803225806451613
539	3.8026315789473686
193	3.8
341	3.798076923076923
451	3.7941176470588234
383	3.7941176470588234
33	3.7884615384615383
463	3.787878787878788
286	3.7877358490566038
607	3.786096256684492
179	3.782608695652174
11	3.78125
434	3.781115879828326
352	3.7806122448979593
512	3.78
530	3.7777777777777777
51	3.7757660167130918
187	3.7751937984496124
244	3.774193548387097
433	3.772727272727273
531	3.772727272727273
64	3.7688588007736943
344	3.7681159420289854
115	3.767857142857143
40	3.766990291262136
454	3.7666666666666666
403	3.764705882352941
260	3.7598684210526314
318	3.755972696245734
32	3.7549019607843137
464	3.753623188405797
247	3.7466666666666666
248	3.7450980392156863
295	3.7439024390243905
430	3.7413793103448274
191	3.7411764705882353
228	3.74
148	3.7395833333333335
229	3.7384615384615385
477	3.736666666666667
354	3.734513274336283
18	3.7320717131474104
317	3.7301587301587302
349	3.72972972972973
60	3.727272727272727
110	3.7254901960784315
16	3.7244897959183674
423	3.717391304347826
263	3.716666666666667
284	3.715909090909091
551	3.7154471544715446
391	3.715025906735751
73	3.711904761904762
312	3.708520179372197
85	3.7058823529411766
184	3.705223880597015
249	3.6964627151051626
516	3.6923076923076925
156	3.692211055276382
330	3.6902834008097165
84	3.689419795221843
610	3.6885560675883258
493	3.6885245901639343
346	3.682926829268293
238	3.6818181818181817
426	3.6818181818181817
476	3.681159420289855
335	3.6785714285714284
424	3.6739130434782608
380	3.6732348111658455
469	3.6731182795698927
549	3.6666666666666665
351	3.6666666666666665
216	3.6646341463414633
606	3.6573991031390136
174	3.656716417910448
565	3.6551724137931036
225	3.6533333333333333
299	3.652173913043478
24	3.65
23	3.6487603305785123
279	3.647727272727273
113	3.6466666666666665
235	3.646153846153846
432	3.646153846153846
13	3.6451612903225805
418	3.639784946236559
5	3.6363636363636362
374	3.6363636363636362
63	3.6309963099630997
135	3.630824372759857
272	3.629032258064516
144	3.62890625
331	3.6279761904761907
289	3.625
388	3.6206896551724137
269	3.6206896551724137
483	3.618818681318681
155	3.608695652173913
242	3.6
521	3.6
71	3.6
332	3.599250936329588
112	3.5923076923076924
20	3.590909090909091
212	3.590725806451613
592	3.5851063829787235
564	3.5796178343949046
150	3.576923076923077
8	3.574468085106383
134	3.5714285714285716
321	3.5714285714285716
277	3.5714285714285716
497	3.5686274509803924
560	3.567685589519651
42	3.565909090909091
577	3.5652173913043477
264	3.5625
180	3.5625
101	3.557377049180328
347	3.5555555555555554
4	3.5555555555555554
370	3.5483870967741935
27	3.5481481481481483
325	3.5444444444444443
151	3.542372881355932
381	3.542194092827004
525	3.542
175	3.5416666666666665
518	3.5416666666666665
566	3.5405405405405403
141	3.5386904761904763
165	3.5384615384615383
130	3.5357142857142856
425	3.5326797385620914
185	3.5319148936170213
310	3.53125
580	3.529816513761468
195	3.5294117647058822
401	3.5277777777777777
320	3.525
138	3.522727272727273
470	3.5125
182	3.5112589559877176
542	3.5088495575221237
382	3.508591065292096
603	3.5079533404029695
104	3.5073260073260073
234	3.504950495049505
266	3.5
140	3.4991776315789473
596	3.495133819951338
6	3.4936305732484074
198	3.491304347826087
353	3.488888888888889
604	3.48
173	3.48
226	3.4763313609467454
157	3.4761904761904763
194	3.475
89	3.472972972972973
528	3.4726027397260273
457	3.46
524	3.4580152671755724
455	3.456140350877193
555	3.4550173010380623
15	3.448148148148148
131	3.4420289855072466
167	3.439306358381503
546	3.4375
116	3.4367816091954024
114	3.435483870967742
313	3.4323529411764704
502	3.4285714285714284
158	3.423076923076923
359	3.418918918918919
473	3.418918918918919
334	3.418831168831169
34	3.4186046511627906
570	3.4162303664921465
496	3.413793103448276
322	3.411214953271028
120	3.409090909090909
467	3.409090909090909
462	3.4065934065934065
482	3.40625
385	3.4029850746268657
404	3.4
536	3.4
474	3.398956356736243
14	3.3958333333333335
91	3.3956521739130436
199	3.3953168044077136
468	3.393939393939394
57	3.392857142857143
602	3.3925925925925924
414	3.391957005189029
369	3.391472868217054
541	3.3908045977011496
379	3.388888888888889
82	3.381057268722467
507	3.380952380952381
177	3.375553097345133
147	3.375
561	3.372277227722772
545	3.369565217391304
218	3.3653846153846154
315	3.3636363636363638
237	3.36
360	3.36
102	3.357142857142857
372	3.3559322033898304
590	3.355769230769231
438	3.3551181102362206
44	3.3541666666666665
265	3.3496932515337425
145	3.347826086956522
503	3.3421052631578947
170	3.34
111	3.3397832817337463
117	3.3393939393939394
143	3.323943661971831
422	3.3225806451612905
479	3.320441988950276
301	3.3201754385964914
306	3.3169642857142856
136	3.315315315315315
283	3.3142857142857145
514	3.3110831234256928
83	3.309322033898305
208	3.3076923076923075
292	3.3015695067264574
563	3.300469483568075
233	3.3
363	3.3
583	3.294642857142857
121	3.293103448275862
126	3.289473684210526
449	3.289473684210526
559	3.2857142857142856
10	3.2785714285714285
591	3.2777777777777777
480	3.27511961722488
223	3.2733333333333334
159	3.2731958762886597
268	3.2713178294573644
609	3.27027027027027
593	3.266990291262136
506	3.261904761904762
9	3.260869565217391
21	3.260722347629797
411	3.2598425196850394
387	3.2585199610516065
358	3.2560975609756095
41	3.2534562211981566
232	3.2505800464037122
406	3.25
588	3.25
350	3.25
500	3.244186046511628
26	3.238095238095238
274	3.235884101040119
68	3.233730158730159
75	3.2318840579710146
7	3.2302631578947367
328	3.2254901960784315
109	3.220472440944882
38	3.217948717948718
509	3.21627408993576
281	3.2142857142857144
446	3.2142857142857144
605	3.2104072398190047
529	3.2
392	3.2
501	3.2
270	3.2
257	3.2
373	3.19
271	3.186046511627907
361	3.1804123711340204
436	3.1792452830188678
323	3.173469387755102
575	3.1666666666666665
222	3.166
219	3.165719696969697
78	3.1639344262295084
490	3.15929203539823
288	3.1459715639810426
487	3.142857142857143
324	3.142857142857143
396	3.142857142857143
146	3.140625
608	3.1341756919374246
259	3.1206896551724137
552	3.11968085106383
127	3.1136363636363638
262	3.1052631578947367
427	3.1011904761904763
576	3.1
384	3.085714285714286
76	3.0840336134453783
416	3.0686274509803924
47	3.0535714285714284
395	3.0491803278688523
314	3.046875
132	3.0389048991354466
94	3.0357142857142856
54	3.0303030303030303
28	3.020175438596491
489	3.017746913580247
163	3.0
316	3.0
133	3.0
600	2.991480996068152
394	2.9565217391304346
461	2.9444444444444446
181	2.940677966101695
342	2.9393939393939394
338	2.9358974358974357
510	2.9027777777777777
207	2.875
329	2.869565217391304
214	2.8636363636363638
230	2.8597122302158273
448	2.8473712446351933
368	2.8422174840085286
55	2.84
478	2.8181818181818183
481	2.806451612903226
50	2.7806451612903227
81	2.769230769230769
217	2.761827079934747
365	2.7509025270758123
386	2.75
431	2.725
149	2.7241379310344827
245	2.7142857142857144
160	2.708237986270023
535	2.6666666666666665
307	2.6656410256410257
599	2.6420500403551253
333	2.64
428	2.64
36	2.6333333333333333
287	2.6217105263157894
293	2.619047619047619
294	2.610983981693364
19	2.607396870554765
297	2.5972222222222223
571	2.5714285714285716
22	2.5714285714285716
255	2.5681818181818183
3	2.4358974358974357
308	2.4260869565217393
517	2.38625
298	2.363684771033014
311	2.3392857142857144
567	2.2454545454545456
153	2.217877094972067
508	2.1458333333333335
139	2.1443298969072164
442	1.275
