When Harry Met Sally...	26	40	17	2	0	85
Ice Age	14	56	10	4	1	85
Jerry Maguire	16	42	20	4	3	85
Rear Window	45	30	8	0	1	84
Addams Family Values	4	22	46	10	2	84
Sin City	28	38	14	3	1	84
Broken Arrow	7	21	35	16	5	84
Blues Brothers, The	24	36	20	2	2	84
Psycho	35	30	15	2	1	83
Almost Famous	25	43	11	4	0	83
Top Gun	12	31	28	7	5	83
Nutty Professor, The	7	18	24	21	12	82
Casino	32	32	14	2	2	82
Contact	23	30	22	5	2	82
Demolition Man	5	27	34	10	5	81
Bourne Ultimatum, The	20	40	16	2	3	81
Santa Clause, The	10	25	33	7	6	81
Casino Royale	30	36	13	2	0	81
Quiz Show	11	30	35	4	1	81
Pan's Labyrinth (Laberinto del fauno, El)	26	36	13	5	1	81
300	20	41	13	4	2	80
Mr. Holland's Opus	24	24	25	4	3	80
Edward Scissorhands	8	52	18	2	0	80
Starship Troopers	14	31	19	10	6	80
Dogma	21	33	18	4	3	79
Graduate, The	36	28	10	4	1	79
Matrix Revolutions, The	12	29	20	13	5	79
Spider-Man 2	25	33	20	0	1	79
Chicken Run	13	35	24	5	1	78
Star Wars: Episode III - Revenge of the Sith	15	34	16	8	5	78
What's Eating Gilbert Grape	20	34	19	3	1	77
Face/Off	12	29	26	6	4	77
Snow White and the Seven Dwarfs	12	34	28	3	0	77
Shaun of the Dead	34	29	10	2	2	77
Mission: Impossible II	4	19	28	17	9	77
Game, The	24	32	12	7	2	77
Little Miss Sunshine	26	36	12	2	1	77
Dave	5	40	29	2	0	76
Amadeus	36	29	10	1	0	76
X2: X-Men United	18	37	18	2	1	76
Leaving Las Vegas	21	25	19	7	4	76
Hangover, The	19	35	16	1	5	76
Dark Knight Rises, The	30	35	7	1	3	76
South Park: Bigger, Longer and Uncut	27	31	13	2	3	76
Run Lola Run (Lola rennt)	22	43	9	1	0	75
City of God (Cidade de Deus)	32	36	5	1	1	75
Bourne Supremacy, The	19	39	14	2	1	75
High Fidelity	16	39	13	4	3	75
Galaxy Quest	14	37	13	9	2	75
Lethal Weapon	12	40	20	3	0	75
40-Year-Old Virgin, The	15	34	19	5	1	74
Lost in Translation	31	29	12	2	0	74
Maverick	8	33	27	4	2	74
Liar Liar	6	23	31	11	3	74
Interstellar	33	23	15	0	2	73
Unbreakable	17	30	16	6	4	73
Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il)	32	30	7	2	1	72
Charlie's Angels	2	21	24	18	7	72
Pirates of the Caribbean: Dead Man's Chest	14	33	20	3	2	72
Ratatouille	20	36	15	1	0	72
Fish Called Wanda, A	25	28	13	5	0	71
Harry Potter and the Goblet of Fire	17	39	14	1	0	71
Slumdog Millionaire	25	33	7	2	4	71
Mary Poppins	22	32	14	2	1	71
Django Unchained	30	27	10	2	2	71
Bruce Almighty	7	29	28	7	0	71
In the Line of Fire	9	35	26	0	0	70
Ed Wood	15	32	16	6	1	70
Scream	11	23	23	6	7	70
RoboCop	11	26	23	7	3	70
Erin Brockovich	9	37	19	5	0	70
American President, The	12	33	21	3	1	70
Traffic	24	34	7	4	1	70
Citizen Kane	30	28	6	4	1	69
Young Frankenstein	23	33	10	2	1	69
Big Fish	22	35	7	3	2	69
Robin Hood: Men in Tights	8	22	21	14	4	69
Avengers, The	26	29	10	2	2	69
Patriot, The	12	30	16	6	4	68
Honey, I Shrunk the Kids	0	18	30	16	4	68
Pocahontas	8	21	25	9	5	68
Royal Tenenbaums, The	22	29	8	7	2	68
Legends of the Fall	7	29	23	6	3	68
Die Hard 2	8	30	22	7	1	68
Grease	10	22	22	8	6	68
Lock, Stock & Two Smoking Barrels	28	27	10	0	2	67
Lost World: Jurassic Park, The	3	17	24	15	8	67
Shutter Island	34	22	8	1	2	67
Dead Man Walking	16	36	11	1	3	67
Little Mermaid, The	12	25	21	6	3	67
Enemy of the State	12	26	22	6	1	67
Scarface	27	30	7	2	1	67
Sense and Sensibility	21	27	13	1	5	67
Desperado	15	22	23	3	3	66
This Is Spinal Tap	22	33	9	2	0	66
Philadelphia	12	32	17	3	2	66
School of Rock	7	33	21	4	1	66
Juno	21	30	10	3	1	65
Untouchables, The	18	34	12	1	0	65
Dragonheart	2	20	33	8	2	65
District 9	22	29	8	4	2	65
Bridget Jones's Diary	13	34	13	4	1	65
True Romance	20	24	17	4	0	65
Tombstone	20	27	12	4	2	65
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan	13	24	19	3	6	65
Austin Powers in Goldmember	3	23	22	10	7	65
Eraser	5	18	28	8	5	64
Sound of Music, The	28	19	10	7	0	64
Sting, The	23	30	7	2	2	64
No Country for Old Men	27	23	9	2	3	64
Crow, The	15	20	22	7	0	64
Miss Congeniality	6	21	23	11	3	64
Rocky	21	29	8	4	2	64
Blair Witch Project, The	9	18	13	10	14	64
Legally Blonde	5	28	22	6	3	64
Children of Men	25	27	8	4	0	64
Platoon	22	30	8	1	2	63
Rocky Horror Picture Show, The	15	15	22	7	4	63
Signs	5	29	16	9	4	63
Coneheads	2	7	25	17	12	63
Star Trek II: The Wrath of Khan	21	21	14	3	3	62
Butch Cassidy and the Sundance Kid	22	24	13	2	1	62
Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The	11	27	18	4	2	62
Blazing Saddles	23	27	8	3	1	62
Last Samurai, The	17	37	7	1	0	62
Judge Dredd	2	11	28	11	10	62
Animal House	18	23	15	2	4	62
Sleepy Hollow	5	36	14	6	1	62
Abyss, The	6	34	17	2	3	62
Casper	5	12	25	12	8	62
I Am Legend	8	33	17	3	1	62
Piano, The	10	30	14	4	3	61
Gone in 60 Seconds	4	27	21	9	0	61
Pleasantville	12	26	13	8	2	61
Predator	12	29	11	7	2	61
I, Robot	12	27	18	2	2	61
Superman	8	31	19	2	1	61
Three Musketeers, The	6	18	28	9	0	61
Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2)	4	15	28	14	0	61
Charlie and the Chocolate Factory	2	26	22	8	3	61
Hot Fuzz	28	25	4	2	2	61
Wayne's World	12	25	16	6	2	61
Pinocchio	12	23	17	6	2	60
Vertigo	25	24	8	1	2	60
Mask of Zorro, The	5	25	18	8	4	60
My Big Fat Greek Wedding	8	27	13	8	4	60
Close Encounters of the Third Kind	13	30	14	2	1	60
Hot Shots! Part Deux	5	14	22	13	6	60
Batman Returns	3	20	23	11	3	60
Love Actually	21	26	9	2	1	59
Star Trek	14	38	4	1	2	59
Brazil	28	23	6	2	0	59
Mr. & Mrs. Smith	8	24	18	7	2	59
Grosse Pointe Blank	15	21	16	7	0	59
Spaceballs	7	31	14	6	1	59
Guardians of the Galaxy	27	23	7	1	1	59
American Psycho	22	22	9	4	2	59
Beverly Hills Cop III	2	9	28	14	6	59
Italian Job, The	11	31	14	3	0	59
Chinatown	30	24	2	3	0	59
My Cousin Vinny	7	19	25	4	4	59
Con Air	2	23	22	7	5	59
To Kill a Mockingbird	25	22	10	0	1	58
King's Speech, The	20	31	7	0	0	58
Blade	7	27	14	9	1	58
It's a Wonderful Life	26	21	6	4	1	58
Wedding Crashers	7	31	16	4	0	58
Harry Potter and the Half-Blood Prince	18	28	10	2	0	58
Truth About Cats & Dogs, The	5	24	24	4	1	58
Sherlock Holmes	19	26	12	1	0	58
Annie Hall	23	19	9	6	1	58
28 Days Later	23	27	5	3	0	58
Harry Potter and the Order of the Phoenix	20	24	13	0	1	58
Raising Arizona	22	25	6	4	1	58
Bowling for Columbine	14	33	10	0	1	58
Air Force One	4	22	29	3	0	58
Naked Gun 33 1/3: The Final Insult	4	18	24	9	3	58
Few Good Men, A	10	32	14	0	1	57
Crocodile Dundee	4	22	21	8	2	57
12 Angry Men	28	23	3	0	3	57
Anchorman: The Legend of Ron Burgundy	15	29	12	1	0	57
North by Northwest	25	24	7	1	0	57
Client, The	6	20	26	4	1	57
Cool Hand Luke	26	28	3	0	0	57
Goonies, The	13	22	16	6	0	57
Social Network, The	18	29	7	2	1	57
Congo	4	12	26	9	6	57
Field of Dreams	13	19	17	4	3	56
Wallace & Gromit: The Wrong Trousers	26	19	7	2	2	56
Pirates of the Caribbean: At World's End	11	26	10	8	1	56
Rushmore	16	19	12	6	3	56
Planet of the Apes	13	26	14	3	0	56
Wedding Singer, The	7	25	20	3	1	56
Election	13	25	11	6	1	56
Full Monty, The	10	33	9	3	1	56
Notting Hill	9	26	14	3	4	56
A.I. Artificial Intelligence	6	25	20	3	2	56
Christmas Story, A	20	23	9	2	1	55
Others, The	17	22	12	1	3	55
City Slickers II: The Legend of Curly's Gold	2	6	29	10	8	55
From Dusk Till Dawn	10	26	9	8	2	55
Lady and the Tramp	7	24	18	3	3	55
Gangs of New York	12	23	14	4	2	55
Moulin Rouge	15	23	10	3	4	55
Superbad	19	25	8	2	1	55
Toy Story 3	21	29	2	3	0	55
What Women Want	3	24	17	9	1	54
Sabrina	4	18	24	3	5	54
Zoolander	12	20	16	5	1	54
Wolf of Wall Street, The	23	18	9	1	3	54
The Hunger Games	9	28	10	4	3	54
First Knight	10	13	15	11	5	54
Cable Guy, The	6	10	19	14	5	54
Deadpool	21	19	9	4	1	54
Romancing the Stone	4	26	20	4	0	54
10 Things I Hate About You	12	21	16	2	3	54
Kung Fu Panda	6	31	14	0	3	54
Last Action Hero	4	11	27	7	4	53
Space Jam	3	11	22	9	8	53
Best in Show	13	23	15	1	1	53
Jungle Book, The	15	22	13	3	0	53
Fantasia	16	24	8	3	2	53
Goldfinger	11	29	12	1	0	53
Blood Diamond	13	28	10	1	1	53
Zombieland	17	27	5	3	1	53
Arachnophobia	2	13	25	9	4	53
Exorcist, The	16	23	10	3	1	53
Eyes Wide Shut	12	18	15	4	4	53
How to Train Your Dragon	21	21	9	2	0	53
Johnny Mnemonic	3	12	16	15	7	53
Wild Wild West	1	4	19	17	12	53
Hook	6	23	17	6	1	53
Chasing Amy	14	21	9	6	2	52
Knocked Up	10	29	11	2	0	52
Million Dollar Baby	14	29	7	1	1	52
Mystic River	14	25	9	3	1	52
Disclosure	6	20	23	3	0	52
Grumpier Old Men	6	17	22	3	4	52
Caddyshack	16	22	8	5	1	52
Grand Budapest Hotel, The	13	27	9	2	1	52
X-Men: The Last Stand	8	23	13	7	1	52
Magnolia	12	26	8	4	2	52
Donnie Brasco	11	25	14	2	0	52
Army of Darkness	21	21	6	3	0	51
The Devil's Advocate	9	19	16	5	2	51
Bad Boys	3	22	19	5	2	51
Splash	2	23	16	7	3	51
Mulholland Drive	15	24	8	4	0	51
Training Day	12	28	8	3	0	51
Blow	12	27	10	2	0	51
Some Like It Hot	18	23	8	1	0	50
Harry Potter and the Deathly Hallows: Part 2	20	20	7	2	1	50
War of the Worlds	4	23	13	9	1	50
Scary Movie	7	11	15	14	3	50
Super Size Me	8	27	10	2	3	50
Tommy Boy	18	15	12	3	2	50
Tron	3	20	23	4	0	50
The Imitation Game	21	20	8	1	0	50
Crash	16	25	6	3	0	50
Day After Tomorrow, The	4	16	21	8	1	50
You've Got Mail	4	22	14	5	5	50
Serenity	17	27	4	1	1	50
Black Hawk Down	13	25	9	3	0	50
Skyfall	14	26	8	1	1	50
Road to Perdition	8	23	13	5	0	49
Planet of the Apes	1	14	18	10	6	49
Billy Madison	8	16	17	5	3	49
Da Vinci Code, The	0	25	19	2	3	49
James and the Giant Peach	8	16	20	2	3	49
Superman II	2	15	22	8	2	49
Sixteen Candles	9	22	14	4	0	49
Talented Mr. Ripley, The	6	24	11	3	5	49
Chicago	13	24	8	4	0	49
Father of the Bride Part II	4	9	27	8	1	49
Dark City	17	21	6	2	2	48
The Martian	14	29	5	0	0	48
Troy	7	21	17	1	2	48
Garden State	15	20	10	2	1	48
Wallace & Gromit: A Close Shave	18	19	7	1	3	48
Nine Months	2	11	24	6	5	48
Thomas Crown Affair, The	8	24	12	3	1	48
Hotel Rwanda	13	28	3	2	2	48
Jackie Brown	8	28	9	3	0	48
Big Daddy	2	23	15	6	2	48
Highlander	15	18	10	5	0	48
Seven Samurai (Shichinin no samurai)	23	20	3	2	0	48
Princess Mononoke (Mononoke-hime)	15	26	5	0	2	48
Lethal Weapon 2	3	19	19	4	2	47
Iron Man 2	4	29	11	2	1	47
Analyze This	1	17	20	8	1	47
50 First Dates	8	25	9	4	1	47
Basic Instinct	3	17	22	4	1	47
Alien³ (a.k.a. Alien 3)	2	19	18	6	2	47
Chocolat	11	18	12	5	1	47
Terminal, The	6	22	13	3	3	47
Mad Max: Fury Road	16	17	10	4	0	47
Pi	14	25	5	2	1	47
Sling Blade	14	21	8	2	2	47
Hunchback of Notre Dame, The	3	22	16	5	1	47
Poltergeist	3	26	15	2	1	47
Ghostbusters II	2	14	22	7	2	47
Harry Potter and the Deathly Hallows: Part 1	17	20	8	2	0	47
101 Dalmatians	3	12	25	4	3	47
Ring, The	2	24	13	7	1	47
Singin' in the Rain	22	16	6	2	1	47
Rumble in the Bronx (Hont faan kui)	8	17	17	3	1	46
Sneakers	2	25	18	1	0	46
The Butterfly Effect	11	25	6	1	3	46
Adaptation	16	24	4	1	1	46
Mortal Kombat	1	11	13	13	8	46
Gran Torino	14	26	5	1	0	46
Lethal Weapon 3	3	11	20	9	3	46
Pursuit of Happyness, The	12	22	10	2	0	46
Me, Myself & Irene	1	21	14	8	2	46
M*A*S*H (a.k.a. MASH)	14	22	6	3	1	46
Beverly Hills Cop	2	26	13	5	0	46
Simpsons Movie, The	6	29	8	3	0	46
Phenomenon	5	16	20	4	1	46
Blue Velvet	16	21	6	2	1	46
Pianist, The	24	16	4	1	1	46
Fear and Loathing in Las Vegas	17	18	10	1	0	46
Thing, The	16	19	5	4	1	45
Bill & Ted's Excellent Adventure	8	23	14	0	0	45
Hitch	5	16	17	7	0	45
Alien: Resurrection	3	13	15	10	4	45
League of Their Own, A	2	24	18	1	0	45
Bridge on the River Kwai, The	23	14	5	1	2	45
Tomorrow Never Dies	5	13	18	6	3	45
Species	0	9	21	10	5	45
Fast and the Furious, The	5	11	23	4	2	45
Lawrence of Arabia	25	14	4	2	0	45
Antz	3	17	20	5	0	45
Gone with the Wind	13	13	14	4	1	45
Terminator 3: Rise of the Machines	3	17	19	4	2	45
Payback	7	17	15	4	2	45
French Kiss	6	16	20	2	1	45
Cell, The	5	13	18	5	4	45
Star Trek: The Motion Picture	2	14	19	7	3	45
Godfather: Part III, The	7	15	17	4	2	45
Three Kings	8	24	12	0	1	45
American Pie 2	8	15	10	7	5	45
English Patient, The	10	19	13	2	1	45
Aristocats, The	5	19	16	4	1	45
Unforgiven	18	20	6	1	0	45
Mulan	6	25	11	3	0	45
Mummy Returns, The	5	19	12	4	5	45
Escape from L.A.	4	12	12	14	2	44
Perfect Storm, The	4	17	17	4	2	44
Equilibrium	11	27	5	1	0	44
Collateral	11	22	9	2	0	44
Edge of Tomorrow	15	24	4	1	0	44
Corpse Bride	4	27	12	1	0	44
Birds, The	5	26	10	2	1	44
Hitchhiker's Guide to the Galaxy, The	5	24	9	4	2	44
Spider-Man 3	4	16	17	3	4	44
Maltese Falcon, The	19	20	5	0	0	44
Vanilla Sky	4	23	13	3	1	44
About a Boy	7	29	6	2	0	44
Rob Roy	7	17	16	3	1	44
Scott Pilgrim vs. the World	13	17	10	3	1	44
Misery	12	23	7	2	0	44
101 Dalmatians (One Hundred and One Dalmatians)	3	22	15	4	0	44
Stranger than Fiction	13	23	3	2	3	44
X-Men: First Class	10	27	5	0	1	43
Kick-Ass	10	22	9	1	1	43
Watchmen	15	22	5	1	0	43
Ronin	8	17	14	2	2	43
Conspiracy Theory	2	14	16	7	4	43
Good Morning, Vietnam	11	19	12	1	0	43
Shanghai Noon	2	20	12	7	2	43
Fly, The	5	17	16	4	1	43
Entrapment	2	16	12	11	2	43
Boondock Saints, The	25	15	3	0	0	43
Ocean's Twelve	7	15	15	4	2	43
Pearl Harbor	3	16	14	5	5	43
American Graffiti	13	19	10	1	0	43
Cocoon	1	21	14	7	0	43
Illusionist, The	12	21	7	3	0	43
Tin Cup	2	18	15	5	3	43
Inside Out	15	19	4	4	1	43
NeverEnding Story, The	10	17	10	6	0	43
Deep Impact	3	14	18	6	2	43
Deer Hunter, The	16	15	8	2	2	43
Star Trek IV: The Voyage Home	8	18	10	4	3	43
Great Escape, The	20	17	5	0	1	43
I.Q.	4	19	15	5	0	43
Much Ado About Nothing	10	20	10	3	0	43
Kingpin	6	15	16	5	0	42
Cinderella	7	14	19	2	0	42
Labyrinth	12	19	8	2	1	42
Rush Hour	3	19	16	2	2	42
That Thing You Do!	7	7	22	6	0	42
Whole Nine Yards, The	7	19	12	4	0	42
Little Women	10	21	10	1	0	42
(500) Days of Summer	11	21	6	2	2	42
Flintstones, The	1	2	18	13	8	42
X-Files: Fight the Future, The	6	18	12	5	1	42
Star Trek VI: The Undiscovered Country	6	18	10	4	4	42
Dirty Dancing	7	18	12	2	3	42
Batman & Robin	0	2	15	21	4	42
Star Trek III: The Search for Spock	1	20	16	4	1	42
Black Swan	11	22	3	4	2	42
Dazed and Confused	17	15	8	1	1	42
Carlito's Way	8	22	11	0	1	42
Naked Gun: From the Files of Police Squad!, The	7	17	13	3	2	42
Risky Business	5	18	14	4	1	42
Fast Times at Ridgemont High	4	23	11	3	1	42
Girl with the Dragon Tattoo, The	10	19	6	2	5	42
Crying Game, The	6	16	15	3	2	42
Runaway Bride	3	10	14	12	3	42
Taken	13	15	11	1	2	42
Heathers	11	16	12	0	2	41
Glory	14	23	4	0	0	41
Gremlins	5	18	13	3	2	41
In Bruges	19	18	4	0	0	41
Thelma & Louise	6	18	11	4	2	41
Big Hero 6	13	21	4	2	1	41
Executive Decision	5	14	15	6	1	41
Cars	6	18	13	3	1	41
Hellboy	7	17	12	3	2	41
Peter Pan	7	17	15	2	0	41
Striptease	2	4	16	12	7	41
Road Trip	2	18	12	7	2	41
Knight's Tale, A	7	15	15	1	3	41
Into the Wild	16	19	5	1	0	41
Time Bandits	9	20	9	2	1	41
8 Mile	4	20	11	3	3	41
Remember the Titans	10	21	8	1	1	41
Star Wars: Episode VII - The Force Awakens	14	21	5	0	1	41
So I Married an Axe Murderer	6	16	12	6	1	41
Cruel Intentions	4	17	9	9	1	40
Howl's Moving Castle (Hauru no ugoku shiro)	15	20	5	0	0	40
King Kong	3	22	11	4	0	40
Alice in Wonderland	5	17	14	1	3	40
Bend It Like Beckham	7	16	9	7	1	40
Hobbit: An Unexpected Journey, The	12	19	8	0	1	40
Searching for Bobby Fischer	11	18	11	0	0	40
Raging Bull	19	15	5	1	0	40
Road Warrior, The (Mad Max 2)	16	14	9	1	0	40
Boot, Das (Boat, The)	19	16	5	0	0	40
Madagascar	5	17	15	2	1	40
Don Juan DeMarco	4	21	14	0	1	40
Monty Python's The Meaning of Life	14	19	6	1	0	40
Nell	4	14	16	5	1	40
Inside Man	14	16	7	2	1	40
Witness	6	19	12	3	0	40
Enemy at the Gates	7	18	11	4	0	40
Hudsucker Proxy, The	11	11	13	3	2	40
My Best Friend's Wedding	8	16	12	3	1	40
River Wild, The	2	14	19	5	0	40
Willow	7	14	13	5	1	40
Lara Croft: Tomb Raider	3	15	10	9	3	40
Boys Don't Cry	9	17	7	3	3	39
Akira	13	17	3	2	4	39
Sideways	10	18	9	1	1	39
Hollow Man	0	9	9	13	8	39
Man on the Moon	5	17	15	1	1	39
Trading Places	8	19	10	2	0	39
Forgetting Sarah Marshall	12	17	6	3	1	39
Boogie Nights	15	19	4	1	0	39
