Ratchet & Clank	(Action,Adventure,Animation,Children,Comedy,Sci-Fi)
Mind Game	(Adventure,Animation,Comedy,Fantasy,Romance,Sci-Fi)
Meet the Robinsons	(Action,Adventure,Animation,Children,Comedy,Sci-Fi)
Ernest & Célestine (Ernest et Célestine)	(Adventure,Animation,Children,Comedy,Drama,Romance)
Aladdin and the King of Thieves	(Animation,Children,Comedy,Fantasy,Musical,Romance)
Toy Story 3	(Adventure,Animation,Children,Comedy,Fantasy,IMAX)
Shrek Forever After (a.k.a. Shrek: The Final Chapter)	(Adventure,Animation,Children,Comedy,Fantasy,IMAX)
Futurama: Bender's Game	(Action,Adventure,Animation,Comedy,Fantasy,Sci-Fi)
Cloak & Dagger	(Action,Adventure,Children,Crime,Mystery,Thriller)
Ant Bully, The	(Adventure,Animation,Children,Comedy,Fantasy,IMAX)
Northwest Passage	(Action,Adventure,Drama,Romance,Thriller,Western)
Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro)	(Action,Adventure,Animation,Comedy,Crime,Mystery)
Kung Fu Panda 2	(Action,Adventure,Animation,Children,Comedy,IMAX)
Madagascar: Escape 2 Africa	(Action,Adventure,Animation,Children,Comedy,IMAX)
Mummy, The	(Action,Adventure,Comedy,Fantasy,Horror,Thriller)
Maximum Ride	(Action,Adventure,Comedy,Fantasy,Sci-Fi,Thriller)
Super Mario Bros.	(Action,Adventure,Children,Comedy,Fantasy,Sci-Fi)
Beauty and the Beast	(Animation,Children,Fantasy,Musical,Romance,IMAX)
Inception	(Action,Crime,Drama,Mystery,Sci-Fi,Thriller,IMAX)
Valiant	(Adventure,Animation,Children,Comedy,Fantasy,War)
Cave, The	(Action,Adventure,Horror,Mystery,Sci-Fi,Thriller)
Lion King, The	(Adventure,Animation,Children,Drama,Musical,IMAX)
Kingsglaive: Final Fantasy XV	(Action,Adventure,Animation,Drama,Fantasy,Sci-Fi)
Cirque du Freak: The Vampire's Assistant	(Action,Adventure,Comedy,Fantasy,Horror,Thriller)
Dragonheart 2: A New Beginning	(Action,Adventure,Comedy,Drama,Fantasy,Thriller)
Sherlock Holmes: A Game of Shadows	(Action,Adventure,Comedy,Crime,Mystery,Thriller)
Chase, The	(Action,Adventure,Comedy,Crime,Romance,Thriller)
Wizards of Waverly Place: The Movie	(Adventure,Children,Comedy,Drama,Fantasy,Sci-Fi)
Stunt Man, The	(Action,Adventure,Comedy,Drama,Romance,Thriller)
Getaway, The	(Action,Adventure,Crime,Drama,Romance,Thriller)
Seven-Per-Cent Solution, The	(Adventure,Comedy,Crime,Drama,Mystery,Thriller)
Night Watch (Nochnoy dozor)	(Action,Fantasy,Horror,Mystery,Sci-Fi,Thriller)
Lost Highway	(Crime,Drama,Fantasy,Film-Noir,Mystery,Romance)
Megamind	(Action,Animation,Children,Comedy,Sci-Fi,IMAX)
Langoliers, The	(Drama,Fantasy,Horror,Mystery,Sci-Fi,Thriller)
Alice in Wonderland	(Adventure,Animation,Children,Fantasy,Musical)
Tremors 4: The Legend Begins	(Action,Comedy,Horror,Sci-Fi,Thriller,Western)
American Tail: Fievel Goes West, An	(Adventure,Animation,Children,Musical,Western)
Lion King II: Simba's Pride, The	(Adventure,Animation,Children,Musical,Romance)
James and the Giant Peach	(Adventure,Animation,Children,Fantasy,Musical)
Quest for Camelot	(Adventure,Animation,Children,Fantasy,Musical)
Rudolph, the Red-Nosed Reindeer	(Adventure,Animation,Children,Fantasy,Musical)
Robin Hood	(Adventure,Animation,Children,Comedy,Musical)
Hercules	(Adventure,Animation,Children,Comedy,Musical)
Adventures of Rocky and Bullwinkle, The	(Adventure,Animation,Children,Comedy,Fantasy)
Toy Story 2	(Adventure,Animation,Children,Comedy,Fantasy)
Emperor's New Groove, The	(Adventure,Animation,Children,Comedy,Fantasy)
Wild, The	(Adventure,Animation,Children,Comedy,Fantasy)
Moana	(Adventure,Animation,Children,Comedy,Fantasy)
Antz	(Adventure,Animation,Children,Comedy,Fantasy)
Turbo	(Adventure,Animation,Children,Comedy,Fantasy)
Shrek the Third	(Adventure,Animation,Children,Comedy,Fantasy)
WALL·E	(Adventure,Animation,Children,Romance,Sci-Fi)
Aladdin	(Adventure,Animation,Children,Comedy,Musical)
Tale of Despereaux, The	(Adventure,Animation,Children,Comedy,Fantasy)
The Good Dinosaur	(Adventure,Animation,Children,Comedy,Fantasy)
Pokémon: The First Movie	(Adventure,Animation,Children,Fantasy,Sci-Fi)
Harry Potter and the Deathly Hallows: Part 2	(Action,Adventure,Drama,Fantasy,Mystery,IMAX)
Monsters, Inc.	(Adventure,Animation,Children,Comedy,Fantasy)
Asterix and the Vikings (Astérix et les Vikings)	(Adventure,Animation,Children,Comedy,Fantasy)
Toy Story	(Adventure,Animation,Children,Comedy,Fantasy)
'Hellboy': The Seeds of Creation	(Action,Adventure,Comedy,Documentary,Fantasy)
Pagemaster, The	(Action,Adventure,Animation,Children,Fantasy)
Oliver & Company	(Adventure,Animation,Children,Comedy,Musical)
Teenage Mutant Ninja Turtles: Turtles Forever	(Action,Adventure,Animation,Comedy,Thriller)
Incredibles, The	(Action,Adventure,Animation,Children,Comedy)
Titan A.E.	(Action,Adventure,Animation,Children,Sci-Fi)
Porco Rosso (Crimson Pig) (Kurenai no buta)	(Adventure,Animation,Comedy,Fantasy,Romance)
Anastasia	(Adventure,Animation,Children,Drama,Musical)
Little Nemo: Adventures in Slumberland	(Adventure,Animation,Children,Drama,Fantasy)
Asterix and Cleopatra (Astérix et Cléopâtre)	(Action,Adventure,Animation,Children,Comedy)
Strange Days	(Action,Crime,Drama,Mystery,Sci-Fi,Thriller)
Watership Down	(Adventure,Animation,Children,Drama,Fantasy)
Bolt	(Action,Adventure,Animation,Children,Comedy)
Cinderella	(Animation,Children,Fantasy,Musical,Romance)
Kiki's Delivery Service (Majo no takkyûbin)	(Adventure,Animation,Children,Drama,Fantasy)
Zootopia	(Action,Adventure,Animation,Children,Comedy)
Dragon Ball Z the Movie: The World's Strongest (a.k.a. Dragon Ball Z: The Strongest Guy in The World) (Doragon bôru Z: Kono yo de ichiban tsuyoi yatsu)	(Action,Adventure,Animation,Sci-Fi,Thriller)
Song of the Thin Man	(Comedy,Crime,Drama,Musical,Mystery,Romance)
Race to Witch Mountain	(Adventure,Children,Fantasy,Sci-Fi,Thriller)
Renaissance	(Action,Animation,Film-Noir,Sci-Fi,Thriller)
Grand Day Out with Wallace and Gromit, A	(Adventure,Animation,Children,Comedy,Sci-Fi)
Planet 51	(Adventure,Animation,Children,Comedy,Sci-Fi)
Princess and the Frog, The	(Animation,Children,Fantasy,Musical,Romance)
Yellow Submarine	(Adventure,Animation,Comedy,Fantasy,Musical)
Alpha and Omega 3: The Great Wolf Games	(Action,Adventure,Animation,Children,Comedy)
Ichi the Killer (Koroshiya 1)	(Action,Comedy,Crime,Drama,Horror,Thriller)
Frosty the Snowman	(Animation,Children,Comedy,Fantasy,Musical)
Dragon Ball Z: Dead Zone (Doragon bôru Z 1: Ora no Gohan wo kaese)	(Action,Adventure,Animation,Fantasy,Sci-Fi)
Watchmen	(Action,Drama,Mystery,Sci-Fi,Thriller,IMAX)
Green Lantern: First Flight	(Action,Adventure,Animation,Fantasy,Sci-Fi)
How to Train Your Dragon	(Adventure,Animation,Children,Fantasy,IMAX)
White Sun of the Desert, The (Beloe solntse pustyni)	(Action,Adventure,Comedy,Drama,Romance,War)
Justice League: The New Frontier	(Action,Adventure,Animation,Fantasy,Sci-Fi)
Chitty Chitty Bang Bang	(Adventure,Children,Comedy,Fantasy,Musical)
Green Hornet, The	(Action,Comedy,Crime,Fantasy,Thriller,IMAX)
Polar Express, The	(Adventure,Animation,Children,Fantasy,IMAX)
Final Fantasy VII: Advent Children	(Action,Adventure,Animation,Fantasy,Sci-Fi)
Heavy Metal 2000	(Action,Adventure,Animation,Fantasy,Sci-Fi)
Neo Tokyo	(Adventure,Animation,Fantasy,Horror,Sci-Fi)
Iron Giant, The	(Adventure,Animation,Children,Drama,Sci-Fi)
Wiz, The	(Adventure,Children,Comedy,Fantasy,Musical)
Rise of the Guardians	(Adventure,Animation,Children,Fantasy,IMAX)
Blood Diamond	(Action,Adventure,Crime,Drama,Thriller,War)
Sword Art Online The Movie: Ordinal Scale	(Action,Adventure,Animation,Fantasy,Sci-Fi)
Fantastic Mr. Fox	(Adventure,Animation,Children,Comedy,Crime)
Scooby-Doo	(Adventure,Children,Comedy,Fantasy,Mystery)
Little Mermaid, The	(Animation,Children,Comedy,Musical,Romance)
King Kong	(Adventure,Fantasy,Romance,Sci-Fi,Thriller)
North by Northwest	(Action,Adventure,Mystery,Romance,Thriller)
Kid in King Arthur's Court, A	(Adventure,Children,Comedy,Fantasy,Romance)
Escaflowne: The Movie (Escaflowne)	(Action,Adventure,Animation,Drama,Fantasy)
Pocahontas	(Animation,Children,Drama,Musical,Romance)
The Mummy	(Action,Adventure,Fantasy,Horror,Thriller)
Nausicaä of the Valley of the Wind (Kaze no tani no Naushika)	(Adventure,Animation,Drama,Fantasy,Sci-Fi)
The Amazing Screw-On Head	(Action,Adventure,Animation,Comedy,Sci-Fi)
Snow White and the Seven Dwarfs	(Animation,Children,Drama,Fantasy,Musical)
Sorcerer's Apprentice, The	(Action,Adventure,Children,Comedy,Fantasy)
Meet Dave	(Adventure,Children,Comedy,Romance,Sci-Fi)
Treasure Planet	(Adventure,Animation,Children,Sci-Fi,IMAX)
Corpse Bride	(Animation,Comedy,Fantasy,Musical,Romance)
Scooby-Doo 2: Monsters Unleashed	(Action,Adventure,Children,Comedy,Mystery)
Tomorrowland	(Action,Adventure,Children,Mystery,Sci-Fi)
Princess Mononoke (Mononoke-hime)	(Action,Adventure,Animation,Drama,Fantasy)
Cars 2	(Adventure,Animation,Children,Comedy,IMAX)
Afro Samurai	(Action,Adventure,Animation,Drama,Fantasy)
True Lies	(Action,Adventure,Comedy,Romance,Thriller)
Heavy Metal	(Action,Adventure,Animation,Horror,Sci-Fi)
Honey, I Shrunk the Kids	(Adventure,Children,Comedy,Fantasy,Sci-Fi)
Madagascar 3: Europe's Most Wanted	(Adventure,Animation,Children,Comedy,IMAX)
Hunchback of Notre Dame, The	(Animation,Children,Drama,Musical,Romance)
Goonies, The	(Action,Adventure,Children,Comedy,Fantasy)
Open Season	(Adventure,Animation,Children,Comedy,IMAX)
Happy Feet	(Adventure,Animation,Children,Comedy,IMAX)
Teenage Mutant Ninja Turtles III	(Action,Adventure,Children,Comedy,Fantasy)
Tekkonkinkreet (Tekkon kinkurîto)	(Action,Adventure,Animation,Crime,Fantasy)
Mulan II	(Action,Animation,Children,Comedy,Musical)
Lara Croft Tomb Raider: The Cradle of Life	(Action,Adventure,Comedy,Romance,Thriller)
Jetsons: The Movie	(Animation,Children,Comedy,Musical,Sci-Fi)
Rescuers, The	(Adventure,Animation,Children,Crime,Drama)
King Kong	(Action,Adventure,Drama,Fantasy,Thriller)
Something Wicked This Way Comes	(Children,Drama,Fantasy,Mystery,Thriller)
3:10 to Yuma	(Action,Adventure,Drama,Thriller,Western)
Mighty Joe Young	(Action,Adventure,Drama,Fantasy,Thriller)
Honey, We Shrunk Ourselves	(Action,Adventure,Children,Comedy,Sci-Fi)
Rogue	(Action,Adventure,Horror,Sci-Fi,Thriller)
All Dogs Go to Heaven	(Animation,Children,Comedy,Drama,Fantasy)
King Solomon's Mines	(Action,Adventure,Drama,Romance,Thriller)
National Treasure	(Action,Adventure,Drama,Mystery,Thriller)
Feast	(Animation,Children,Comedy,Drama,Romance)
Puss in Boots	(Adventure,Animation,Comedy,Fantasy,IMAX)
Bourne Identity, The	(Action,Adventure,Drama,Mystery,Thriller)
Who Am I? (Wo shi shei)	(Action,Adventure,Comedy,Sci-Fi,Thriller)
Princess Bride, The	(Action,Adventure,Comedy,Fantasy,Romance)
Sin City	(Action,Crime,Film-Noir,Mystery,Thriller)
Golden Child, The	(Action,Adventure,Comedy,Fantasy,Mystery)
Haunted World of El Superbeasto, The	(Action,Animation,Comedy,Horror,Thriller)
Balance	(Animation,Drama,Mystery,Sci-Fi,Thriller)
Silver Bullet (Stephen King's Silver Bullet)	(Adventure,Drama,Horror,Mystery,Thriller)
Scanner Darkly, A	(Animation,Drama,Mystery,Sci-Fi,Thriller)
Outlaw Josey Wales, The	(Action,Adventure,Drama,Thriller,Western)
Librarian: Quest for the Spear, The	(Action,Adventure,Comedy,Fantasy,Romance)
Losers, The	(Action,Adventure,Drama,Mystery,Thriller)
Beowulf	(Action,Adventure,Animation,Fantasy,IMAX)
Sound of Thunder, A	(Action,Adventure,Drama,Sci-Fi,Thriller)
Hunting Party, The	(Action,Adventure,Comedy,Drama,Thriller)
Merlin	(Action,Adventure,Drama,Fantasy,Romance)
Dark Passage	(Crime,Drama,Film-Noir,Romance,Thriller)
Harry Potter and the Half-Blood Prince	(Adventure,Fantasy,Mystery,Romance,IMAX)
Jumper	(Action,Adventure,Drama,Sci-Fi,Thriller)
Machete	(Action,Adventure,Comedy,Crime,Thriller)
Catch That Kid	(Action,Adventure,Children,Comedy,Crime)
Phantom of the Paradise	(Comedy,Fantasy,Horror,Musical,Thriller)
Anacondas: The Hunt for the Blood Orchid	(Adventure,Drama,Horror,Sci-Fi,Thriller)
Futurama: The Beast with a Billion Backs	(Action,Animation,Comedy,Romance,Sci-Fi)
Too Late for Tears	(Crime,Drama,Film-Noir,Mystery,Thriller)
After the Sunset	(Action,Adventure,Comedy,Crime,Thriller)
Mulholland Drive	(Crime,Drama,Film-Noir,Mystery,Thriller)
Diamond Arm, The (Brilliantovaya ruka)	(Action,Adventure,Comedy,Crime,Thriller)
The Hunger Games	(Action,Adventure,Drama,Sci-Fi,Thriller)
End of Days	(Action,Fantasy,Horror,Mystery,Thriller)
Black Mask (Hak hap)	(Action,Adventure,Crime,Sci-Fi,Thriller)
Ghost in the Shell: Solid State Society	(Action,Animation,Crime,Sci-Fi,Thriller)
Batman Beyond: Return of the Joker	(Action,Animation,Crime,Sci-Fi,Thriller)
Army of Darkness	(Action,Adventure,Comedy,Fantasy,Horror)
Click	(Adventure,Comedy,Drama,Fantasy,Romance)
Dragonfly	(Drama,Fantasy,Mystery,Romance,Thriller)
Day After Tomorrow, The	(Action,Adventure,Drama,Sci-Fi,Thriller)
Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu)	(Action,Animation,Drama,Sci-Fi,Thriller)
Children of Men	(Action,Adventure,Drama,Sci-Fi,Thriller)
Jurassic World: Fallen Kingdom	(Action,Adventure,Drama,Sci-Fi,Thriller)
City of Lost Children, The (Cité des enfants perdus, La)	(Adventure,Drama,Fantasy,Mystery,Sci-Fi)
Ant-Man and the Wasp	(Action,Adventure,Comedy,Fantasy,Sci-Fi)
Charlie and the Chocolate Factory	(Adventure,Children,Comedy,Fantasy,IMAX)
Charlie's Angels: Full Throttle	(Action,Adventure,Comedy,Crime,Thriller)
Death Proof	(Action,Adventure,Crime,Horror,Thriller)
Jurassic World	(Action,Adventure,Drama,Sci-Fi,Thriller)
Stand, The	(Adventure,Drama,Fantasy,Horror,Sci-Fi)
Alphaville (Alphaville, une étrange aventure de Lemmy Caution)	(Drama,Mystery,Romance,Sci-Fi,Thriller)
Robot Carnival (Roboto kânibauru)	(Animation,Comedy,Drama,Fantasy,Sci-Fi)
Twilight Saga: New Moon, The	(Drama,Fantasy,Horror,Romance,Thriller)
Christmas Carol, A	(Animation,Children,Drama,Fantasy,IMAX)
Journey to the West: Conquering the Demons (Daai wa sai you chi Chui mo chun kei)	(Adventure,Comedy,Fantasy,Romance,IMAX)
Teenage Mutant Ninja Turtles	(Action,Children,Comedy,Fantasy,Sci-Fi)
It's Such a Beautiful Day	(Animation,Comedy,Drama,Fantasy,Sci-Fi)
G.I. Joe: Retaliation	(Action,Adventure,Sci-Fi,Thriller,IMAX)
High School Musical	(Children,Comedy,Drama,Musical,Romance)
Mothman Prophecies, The	(Drama,Fantasy,Horror,Mystery,Thriller)
Iron Man 2	(Action,Adventure,Sci-Fi,Thriller,IMAX)
Where the Wild Things Are	(Adventure,Children,Drama,Fantasy,IMAX)
Audition (Ôdishon)	(Drama,Horror,Mystery,Romance,Thriller)
Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni)	(Action,Animation,Drama,Fantasy,Sci-Fi)
It	(Drama,Fantasy,Horror,Mystery,Thriller)
City of God (Cidade de Deus)	(Action,Adventure,Crime,Drama,Thriller)
Charade	(Comedy,Crime,Mystery,Romance,Thriller)
Machine Girl, The (Kataude mashin gâru)	(Action,Comedy,Fantasy,Horror,Thriller)
Ghost	(Comedy,Drama,Fantasy,Romance,Thriller)
Hancock	(Action,Adventure,Comedy,Crime,Fantasy)
Kung Fu Panda	(Action,Animation,Children,Comedy,IMAX)
Prince of Persia: The Sands of Time	(Action,Adventure,Fantasy,Romance,IMAX)
Girl Who Leapt Through Time, The (Toki o kakeru shôjo)	(Animation,Comedy,Drama,Romance,Sci-Fi)
Diva	(Action,Drama,Mystery,Romance,Thriller)
Spider-Man 3	(Action,Adventure,Sci-Fi,Thriller,IMAX)
Matrix Reloaded, The	(Action,Adventure,Sci-Fi,Thriller,IMAX)
Casanova	(Action,Adventure,Comedy,Drama,Romance)
Matrix Revolutions, The	(Action,Adventure,Sci-Fi,Thriller,IMAX)
Phantasm II	(Action,Fantasy,Horror,Sci-Fi,Thriller)
Digging Up the Marrow	(Drama,Fantasy,Horror,Mystery,Thriller)
Scott Pilgrim vs. the World	(Action,Comedy,Fantasy,Musical,Romance)
Big Easy, The	(Action,Crime,Mystery,Romance,Thriller)
Spiderwick Chronicles, The	(Adventure,Children,Drama,Fantasy,IMAX)
Palmetto	(Crime,Drama,Mystery,Romance,Thriller)
Darkman	(Action,Crime,Fantasy,Sci-Fi,Thriller)
Ponyo (Gake no ue no Ponyo)	(Adventure,Animation,Children,Fantasy)
Captain America: The First Avenger	(Action,Adventure,Sci-Fi,Thriller,War)
Kubo and the Two Strings	(Adventure,Animation,Children,Fantasy)
Beat the Devil	(Adventure,Comedy,Crime,Drama,Romance)
Star Wars: Episode VII - The Force Awakens	(Action,Adventure,Fantasy,Sci-Fi,IMAX)
Song of the South	(Adventure,Animation,Children,Musical)
Pokemon 4 Ever (a.k.a. Pokémon 4: The Movie)	(Adventure,Animation,Children,Fantasy)
Source Code	(Action,Drama,Mystery,Sci-Fi,Thriller)
Lord of the Rings, The	(Adventure,Animation,Children,Fantasy)
X-Men: First Class	(Action,Adventure,Sci-Fi,Thriller,War)
In the Cut	(Crime,Drama,Mystery,Romance,Thriller)
Bourne Legacy, The	(Action,Adventure,Drama,Thriller,IMAX)
Phantom Tollbooth, The	(Adventure,Animation,Children,Fantasy)
Rock-A-Doodle	(Adventure,Animation,Children,Musical)
21 Grams	(Crime,Drama,Mystery,Romance,Thriller)
Knowing	(Action,Drama,Mystery,Sci-Fi,Thriller)
Prime Suspect 2	(Crime,Drama,Mystery,Romance,Thriller)
To Have and Have Not	(Adventure,Drama,Romance,Thriller,War)
Secret in Their Eyes, The (El secreto de sus ojos)	(Crime,Drama,Mystery,Romance,Thriller)
Kirikou and the Sorceress (Kirikou et la sorcière)	(Adventure,Animation,Children,Fantasy)
American Psycho II: All American Girl	(Comedy,Crime,Horror,Mystery,Thriller)
Monday	(Action,Comedy,Crime,Fantasy,Thriller)
Pete's Dragon	(Adventure,Animation,Children,Musical)
Holy Motors	(Drama,Fantasy,Musical,Mystery,Sci-Fi)
We're Back! A Dinosaur's Story	(Adventure,Animation,Children,Fantasy)
Mindhunters	(Action,Crime,Horror,Mystery,Thriller)
Twilight Saga: Breaking Dawn - Part 2, The	(Adventure,Drama,Fantasy,Romance,IMAX)
Black Mirror: White Christmas	(Drama,Horror,Mystery,Sci-Fi,Thriller)
Atlantis: The Lost Empire	(Adventure,Animation,Children,Fantasy)
Cat Returns, The (Neko no ongaeshi)	(Adventure,Animation,Children,Fantasy)
Vovka in the Kingdom of Far Far Away	(Adventure,Animation,Children,Fantasy)
Pelican Brief, The	(Crime,Drama,Mystery,Romance,Thriller)
Man of Steel	(Action,Adventure,Fantasy,Sci-Fi,IMAX)
White Noise	(Drama,Horror,Mystery,Sci-Fi,Thriller)
Land Before Time, The	(Adventure,Animation,Children,Fantasy)
Sinbad: Legend of the Seven Seas	(Adventure,Animation,Children,Fantasy)
Minority Report	(Action,Crime,Mystery,Sci-Fi,Thriller)
Black Cauldron, The	(Adventure,Animation,Children,Fantasy)
Wild at Heart	(Crime,Drama,Mystery,Romance,Thriller)
Spirit: Stallion of the Cimarron	(Adventure,Animation,Children,Western)
Invisible, The	(Crime,Drama,Fantasy,Mystery,Thriller)
Land Before Time III: The Time of the Great Giving	(Adventure,Animation,Children,Musical)
X-Files: Fight the Future, The	(Action,Crime,Mystery,Sci-Fi,Thriller)
PK	(Comedy,Drama,Fantasy,Mystery,Romance)
Crazies, The (a.k.a. Code Name: Trixie)	(Action,Drama,Horror,Sci-Fi,Thriller)
Cellular	(Action,Crime,Drama,Mystery,Thriller)
Madagascar	(Adventure,Animation,Children,Comedy)
Snowflake, the White Gorilla	(Adventure,Animation,Children,Comedy)
The Fox and the Hound 2	(Adventure,Animation,Children,Comedy)
Flashback	(Action,Adventure,Comedy,Crime,Drama)
Rio	(Adventure,Animation,Children,Comedy)
Minions	(Adventure,Animation,Children,Comedy)
Shaun the Sheep Movie	(Adventure,Animation,Children,Comedy)
Suicide Kings	(Comedy,Crime,Drama,Mystery,Thriller)
Wallace & Gromit in The Curse of the Were-Rabbit	(Adventure,Animation,Children,Comedy)
Kite	(Action,Crime,Drama,Mystery,Thriller)
Negotiator, The	(Action,Crime,Drama,Mystery,Thriller)
Thor	(Action,Adventure,Drama,Fantasy,IMAX)
American Tail, An	(Adventure,Animation,Children,Comedy)
Confessions of a Dangerous Mind	(Comedy,Crime,Drama,Romance,Thriller)
Peanuts Movie, The	(Adventure,Animation,Children,Comedy)
Double, The	(Action,Crime,Drama,Mystery,Thriller)
Brave	(Action,Adventure,Animation,Children)
Sherlock: The Abominable Bride	(Action,Crime,Drama,Mystery,Thriller)
Journey 2: The Mysterious Island	(Action,Adventure,Comedy,Sci-Fi,IMAX)
Transformers: The Movie	(Adventure,Animation,Children,Sci-Fi)
Ice Age: The Great Egg-Scapade	(Adventure,Animation,Children,Comedy)
Ice Age: Collision Course	(Adventure,Animation,Children,Comedy)
Ice Age 2: The Meltdown	(Adventure,Animation,Children,Comedy)
Penguins of Madagascar	(Adventure,Animation,Children,Comedy)
Jack-Jack Attack	(Adventure,Animation,Children,Comedy)
Lion King 1½, The	(Adventure,Animation,Children,Comedy)
11:14	(Comedy,Crime,Drama,Mystery,Thriller)
Paddington 2	(Adventure,Animation,Children,Comedy)
Finding Nemo	(Adventure,Animation,Children,Comedy)
Host, The (Gwoemul)	(Comedy,Drama,Horror,Sci-Fi,Thriller)
Insomnia	(Action,Crime,Drama,Mystery,Thriller)
Incredibles 2	(Action,Adventure,Animation,Children)
Lilo & Stitch	(Adventure,Animation,Children,Sci-Fi)
Bug's Life, A	(Adventure,Animation,Children,Comedy)
Dragon Ball: The Path to Power (Doragon bôru: Saikyô e no michi)	(Action,Adventure,Animation,Children)
Crazies, The	(Action,Drama,Horror,Sci-Fi,Thriller)
Rio 2	(Adventure,Animation,Children,Comedy)
Girl Who Played with Fire, The (Flickan som lekte med elden)	(Action,Crime,Drama,Mystery,Thriller)
Blackhat	(Action,Crime,Drama,Mystery,Thriller)
Horton Hears a Who!	(Adventure,Animation,Children,Comedy)
Cowboys & Aliens	(Action,Sci-Fi,Thriller,Western,IMAX)
SpongeBob SquarePants Movie, The	(Adventure,Animation,Children,Comedy)
Man on Fire	(Action,Crime,Drama,Mystery,Thriller)
BURN-E	(Adventure,Animation,Children,Sci-Fi)
Nurse Betty	(Comedy,Crime,Drama,Romance,Thriller)
Asterix in America (a.k.a Asterix Conquers America) (Astérix et les Indiens)	(Adventure,Animation,Children,Comedy)
The Great Train Robbery	(Action,Adventure,Comedy,Crime,Drama)
Jimmy Neutron: Boy Genius	(Adventure,Animation,Children,Comedy)
Pirates! Band of Misfits, The	(Adventure,Animation,Children,Comedy)
Curious George	(Adventure,Animation,Children,Comedy)
Dragon Ball: The Curse Of The Blood Rubies (Doragon bôru: Shenron no densetsu)	(Action,Adventure,Animation,Children)
Copycat	(Crime,Drama,Horror,Mystery,Thriller)
Dragon Ball: Mystical Adventure (Doragon bôru: Makafushigi dai bôken)	(Action,Adventure,Animation,Children)
Dragon Ball: Sleeping Princess in Devil's Castle (Doragon bôru: Majinjô no nemuri hime)	(Action,Adventure,Animation,Children)
Over the Hedge	(Adventure,Animation,Children,Comedy)
Despicable Me 3	(Adventure,Animation,Children,Comedy)
Jack Reacher: Never Go Back	(Action,Crime,Drama,Mystery,Thriller)
